hotel_name,info_title,info_content,ido,keido,hotel_id,hotel_url
相鉄フレッサイン日本橋茅場町,観光施設へのアクセス良好、高セキュリティ、キャッシュレス限定,交通至便な立地に位置する当宿は、東京メトロ東西線・日比谷線「茅場町駅」から徒歩1分、都営地下鉄浅草線「日本橋駅」から徒歩5分と、都内主要エリアや観光施設へのアクセスが容易です。デザイン性の高い全室禁煙の客室には、シーリー社製のベッドとICカードキーによる高セキュリティを提供。キャッシュレス決済限定で、Wi-Fiは全館・全室で無料利用可能です。乾燥機能付のコインランドリーも完備し、長期滞在や急な宿泊にも対応。アメニティは豊富に揃え、お好きなものを自由にお選びいただけます。また、朝食はお好きなメニューを選べるサービスを提供しております。ビジネス利用からレジャーまで、幅広いニーズに対応した宿です。,35.680771,139.779955,00080852,https://travel.yahoo.co.jp/00080852/
inumo 芝公園 by Villa Fontaine,愛犬と楽しむ、都心のフルサービスホテル,都心に位置する愛犬と一緒に楽しむことができるフルサービスホテル。大型犬との宿泊も可能で、館内全てリード付で一緒に歩けます。5タイプのお部屋をご用意し、ワンちゃん用のアメニティも豊富に取り揃えております。また、朝食からディナーまで、ワンちゃんと一緒に楽しめるイタリアンレストランも完備。さらに、シャンプー・爪切り・耳掃除などのグルーミングサービス、ドッグラン・ドッグキッチンの利用、愛犬のお預かりサービスも含まれております。ワンちゃんとの快適な宿泊をサポートします。,35.658708,139.752272,00082459,https://travel.yahoo.co.jp/00082459/
ヴィラフォンテーヌ東京新宿｜住友不動産,新宿駅から10分、都会の喧騒を忘れる癒しの隠れ家,新宿駅東口から徒歩約10分、新宿・渋谷・池袋へのアクセスも良好な隠れ家的ホテルで、都会の喧騒を忘れる癒しの空間を提供します。歌舞伎町の賑わいから少し離れ、ダブルルーム・クイーンルーム・ツインルームを備え、ワイドなベッドでゆったりと過ごせます。特にツインルームとクイーンルームは、ビジネスホテルでは数少ないセパレートタイプのお風呂を完備。広いバスタブで一日の疲れをリフレッシュできます。快適さと機能性を両立した客室で、上質なくつろぎをお約束します。,35.695503,139.691394,00080635,https://travel.yahoo.co.jp/00080635/
ダイワロイネットホテル西新宿 PREMIER,新宿の静かなハイグレード空間でくつろぎを,新宿のオフィス街に近いながらも、静かで高級感あふれる空間を提供する「ダイワロイネットホテル西新宿」。全280室の客室は、全てバスとトイレが別のセミセパレートタイプ。ビジネスや家族旅行など、さまざまなニーズに対応します。地下鉄丸ノ内線西新宿駅から徒歩約5分とアクセスも抜群で、東京観光の拠点として最適です。日本の首都、東京の魅力を発見する旅を、ここから始めてみてはいかがでしょうか。,35.694311,139.689374,00081612,https://travel.yahoo.co.jp/00081612/
芝パークホテル,伝統と心地よさが交差する、都心のオアシス,最新のリニューアルを経た贅沢な内装は、和風の美意識を取り入れ、静謐で落ち着きのある雰囲気を醸し出しています。都心の喧騒からは想像もつかないほどの自然環境への配慮も見受けられます。全室にはWi-Fiと高速インターネットが完備され、オーガニック製品を使用したヘアケア・ボディケア用品が用意されています。リニューアルしたレストランでは和食、洋食、中華の3種類の料理を楽しむことができ、おもてなしコンシェルジュが豊かな食事体験を提供します。東京タワーや世界貿易センタービルなど、主要な観光地やビジネスエリアへのアクセスも抜群です。ぜひ一度、こちらで非日常的な滞在体験をお楽しみください。,35.658822,139.751979,00002962,https://travel.yahoo.co.jp/00002962/
ホテルサードニクス東京,東京駅近くで贅沢な空間と快適な眠り,都心の交通アクセス抜群の立地に位置する宿。東京駅から徒歩15分、メトロ八丁堀駅からはわずか1分と、ビジネスや観光の拠点として最適です。シングルは24平米、ツインは27平米と広々とした客室は、落ち着いた空間でくつろげます。140cm以上のサータ社製ベッドで快適な眠りを追求し、液晶テレビやLAN回線も完備。ビジネスからレジャーまで、多様なニーズに対応します。また、洋食または和食を選べるセットメニューと共に、ボリューム満点の飲食もご好評いただいております。,35.676651,139.77869,00080594,https://travel.yahoo.co.jp/00080594/
イビススタイルズ東京銀座East,【2023年6月開業】クリエイティビティ溢れるライフスタイルホテル,銀座の中心地に位置するイビススタイルズ東京銀座Eastは、八丁堀駅、新富町駅、宝町駅から徒歩4分、銀座駅、東京駅も徒歩圏内と、ビジネスや観光に最適な立地です。和モダン要素を取り入れた洗練された客室で、心安らぐリゾート感覚を味わえます。また、銀座エリア唯一の最上階露天風呂付大浴場とスカイツリーを望むスカイテラスで、特別なひとときをお楽しみいただけます。さらに、レストラン「杏」では、元気の出るヘルシーなパワフル朝食をご用意しております。ビジネスにも観光にも最適な立地と快適な設備で、心地よい滞在をお約束します。,35.673683,139.773377,00082514,https://travel.yahoo.co.jp/00082514/
ハイアット リージェンシー 東京,クリスタルシャンデリアが迎える伝統と新鮮さの融合,日本初のハイアットホテルとして新宿に開業、多くのゲストに愛されてきた都心のハイクラスホテル。全746室にゆったりとしたワーキングデスクを配備、「リージェンシークラブ」ではエグゼクティブな滞在をお約束いたします。宮廷料理の伝統を受け継ぐ北京・上海料理レストランや本格的な懐石料理、オーセンティックなバーなどの極上の美食をご用意。アクセス至便な首都の中心で快適なホテルライフをご満喫ください。,35.69091,139.691274,00000007,https://travel.yahoo.co.jp/00000007/
フォーシーズンズホテル丸の内 東京,東京駅隣接、57室の洗練空間、ミシュラン2つ星レストランと温泉,まるで都心の隠れ家。丸の内に佇む全57室のスモールラグジュアリー。壁一面に広がる客室の窓は、静かな時間をお約束する三重構造。窓の外には東京駅や丸の内、パシフィックセンチュリープレイスのコートヤードなど都心のダイナミックな景観が立ち上がります。洗練と美食に心を開く3つのダイニング＆バーをご用意。小規模ホテルならではのきめ細かなサービスに寛ぐ、あたたかい時をお過ごしください。,35.678033,139.766953,00000616,https://travel.yahoo.co.jp/00000616/
ONSEN RYOKAN YUEN SHINJUKU（温泉旅館　由縁　新宿）,旅館の本質を研鑽、新宿で極上の湯浴み体験,交通至便な新宿に位置する「ONSEN RYOKAN YUEN SHINJUKU」は、旅館の本質を追求した宿です。静かで落ち着きのある空間は、簡素で無駄のない構成が特徴で、五感で四季を感じるおもてなしを提供します。最上階には箱根の源泉から運ぶ露天風呂を設け、新宿の景色を一望しながら美肌効果のあるアルカリ性単純温泉を楽しむことができます。また、1名様から最大4名様まで利用可能なお部屋を提供し、旅行からビジネスまで多様なニーズに対応します。,35.693125,139.71111,00081732,https://travel.yahoo.co.jp/00081732/
明神の湯ドーミーインPREMIUM神田,ビジネス観光に最適、美肌効果の大浴場、清潔感のある部屋でゆっくり,JR神田駅から徒歩5分、銀座線神田駅6番出口から1分と、交通アクセス抜群の立地に位置する宿。ビジネスや観光に最適で、美肌効果がある超軟水を使用した大浴場「明神の湯」でリラクゼーションも楽しめます。また、シモンズ社製のベッドを採用した清潔感のあるお部屋で、上質な眠りを提供します。快適な滞在を求める方にぴったりの宿です。,35.695524,139.770638,00081322,https://travel.yahoo.co.jp/00081322/
アパホテル〈銀座 宝町〉（東京駅八重洲南口）,銀座・東京駅徒歩圏、40型TV、高級アメニティ、Wi-Fi無料,交通至便な立地に位置する当ホテルは、都営地下鉄浅草線「宝町駅」から徒歩1分、東京メトロ銀座線「京橋駅」から徒歩3分と、銀座・東京駅も徒歩圏内で、羽田空港・成田空港からも乗り換えなしでアクセス可能です。全室に40型液晶テレビ、BBCワールドニュース、シーリー社製ベッド「Cloud Fit」、アパホテルオリジナル3Dメッシュまくら、高級デュベ、Wi-Fiと高速有線LAN接続が無料で利用でき、快適な滞在をお約束します。また、子供の添い寝が無料（未就学児）で、自動チェックイン機やエクスプレスチェックアウトポストも設置しております。朝食は7:00から営業の「Ashirwad」で、焼きたてナンが人気の30品目以上のバイキングをお楽しみいただけます。,35.67435,139.771748,00080914,https://travel.yahoo.co.jp/00080914/
ソラリア西鉄ホテル銀座,銀座四丁目、都市別荘で多彩なシーンを,銀座駅より徒歩1分、歌舞伎座から徒歩2分。銀座の中核をなす4丁目交差点すぐの好立地。ダークカラーを基調とした都会感あふれる客室は機能面も優秀。セパレートタイプのバスルーム（一部客室を除く）や国産老舗ベッドメーカーのマットレスを完備した快適な空間をご用意しております。朝食は明るい光が差し込むイタリアンレストランにて選べる和洋のプレートをお召し上がりください。羽田空港から直通で35分、アクセス至便の銀座の中心部で観劇やショッピングをご満喫いただけます。,35.670773,139.767245,00001748,https://travel.yahoo.co.jp/00001748/
東急ステイ新宿イーストサイド,新宿徒歩圏、洗濯乾燥機完備で長期滞在も快適,東新宿駅から徒歩3分、新宿駅から徒歩約12分の好立地に位置する宿。新宿の飲食店も徒歩圏内で、ビジネスや観光に最適です。ゆとりある広さの客室は、洗濯乾燥機や電子レンジを完備し、連泊や中長期滞在にも対応。一部のお部屋にはミニキッチンと調理器具、食器もご用意。心身ともにリラックスできる空間で、自分らしい過ごし方をサポートします。また、朝食は和洋ビュッフェ形式で、ヘルシー志向のメニューやヴィーガンメニューも豊富に揃えております。ビジネスや観光での長期滞在でも安心してご宿泊いただけます。,35.696764,139.706967,00082208,https://travel.yahoo.co.jp/00082208/
GINZA HOTEL by GRANBELL,新ランドマーク、銀座ステイを新たな高みへ,銀座7丁目に位置するブランド最高峰の新ランドマークホテルで、これまでにない銀座ステイを体験してみてはいかがでしょうか。開放的なテラスラウンジや、オートロウリュサウナを備えたスパも併設しており、リラクゼーションの時間も充実します。また、10タイプの客室から選べ、ゆったりとくつろげる空間で特別な銀座ステイをお楽しみいただけます。さらに、美味しい朝食で一日をさわやかにスタートすることができます。新たな銀座の体験をお求めの方に最適な宿です。,35.670785,139.760027,00082494,https://travel.yahoo.co.jp/00082494/
ホテルグレイスリー新宿,新宿の新ランドマーク、至福の眠りとアテンダントサービス,新宿駅東口から徒歩約5分、旧コマ劇場跡地に位置するホテルグレイスリー新宿は、新宿の新たなランドマークとしてお迎えします。全室にトイレと独立したバスルームを完備し、18平米の広々としたシングルルームにはスランバーランド社と共同開発したオリジナルベッドを設置。ビジネスでもプライベートでも安らげる空間を提供します。また、アテンダントサービスで周辺情報や穴場スポットをご紹介。地上130mの高さからの眺望と共に、カフェテラスボンジュールでの朝食もお楽しみいただけます。利便性と居心地の良さを追求した次世代タイプのホテルで、素敵なひとときをお過ごしください。,35.695306,139.702054,00080998,https://travel.yahoo.co.jp/00080998/
ホテルリブマックス東京新富町,長期滞在にも安心の設備と快適空間,長期滞在の方にも安心の設備を揃えたホテルです。電子レンジやコインランドリー、お飲み物の自動販売機などがあり、アルコールの販売もございます。Wi-Fiや空気清浄機を完備したお部屋で、快適に過ごしていただけます。また、最大4人まで宿泊可能な客室もご用意しております。,35.672292,139.773533,00903930,https://travel.yahoo.co.jp/00903930/
レンブラントキャビン新宿新大久保,新大久保の中心、新宿まで2分、充電可能なカプセルユニット,新大久保駅から徒歩2分の宿で、新大久保の街を散策するのに最適な立地です。女性一人でも安心して過ごせるよう、キャビンフロアにはスマートロックを導入し、美容グッズの無料貸出や選べるシャンプーシャワーブースなど、女性に嬉しいサービスが充実しています。また、新宿駅まで1駅、2分とアクセス抜群で、遊びや観光、ビジネスの拠点に最適です。宿泊カプセルユニットは上下2段の構造で、スマホの充電も可能です。,35.701204,139.701712,00913146,https://travel.yahoo.co.jp/00913146/
ホテルミッドイン目黒駅前,目黒駅3分、羽田空港32分、こだわりの寝具と安心セキュリティ,交通の便利さが魅力のビジネスホテルです。JR・東急目黒駅から徒歩3分、品川駅、新宿駅、東京駅へのアクセスも良好で、羽田空港へも電車で約32分と、ビジネスや観光に最適な立地です。客室では、「日本橋西川」のポケットコイルマットレスベッドと、軽量かつ保温性に優れた機能上掛「ERGO-STAR」をデュベスタイルでご用意。エントランス・エレベーター部はカードキーによるセキュリティシステムで管理され、女性のお客様も安心してご利用いただけます。シティーホテルのラグジュアリー感とビジネスホテルの気軽さを兼ね備えた空間で、お客様一人一人に安らぎとくつろぎの時間を提供します。,35.634171,139.713417,00080514,https://travel.yahoo.co.jp/00080514/
シタディーンセントラル新宿東京,多様な客室と交通至便の地で新宿を満喫,新宿区役所斜め向かいに位置するシタディーンセントラル新宿東京は、JR新宿駅から徒歩8分、東京メトロ新宿三丁目駅から徒歩5分、大江戸線東新宿駅から徒歩7分と、交通の便が良い地にございます。多種多様な客室をご用意し、ビジネス利用からカップルやファミリーまで幅広く対応しております。また、周辺には多くの飲食店やエンターテイメント施設、ショッピングエリアが点在し、滞在をより楽しく充実したものにいたします。朝食は和洋メニューのビュッフェスタイルで、スタイリッシュな空間で一日をスタートできます。リラックスタイムには13階からの眺めを楽しみながらマッサージチェアもご利用いただけます。,35.694442,139.704343,00080763,https://travel.yahoo.co.jp/00080763/
ホテルリソル秋葉原,秋葉原の魅力とアクセスの良さ、洗練された空間を提供,2019年にオープンした当宿は、観光地として知られる秋葉原に位置し、JR秋葉原駅から徒歩約3分という好立地。東京駅まで電車で約4分と、都内各所へのアクセスも容易です。洗練された都会的な美しさとラフな要素を融合させたインテリアが特徴で、2階には自宅のように寛げる「リビングロビー」を設置。ビジネスや観光の拠点として、くつろぎの空間を提供します。また、国内外のアートが館内を彩り、イタリア式食堂「キャンティ・デュエ」では絶品のサラダドレッシングを味わうことができます。モダレットルームは、ゆとりのダブルベッドでゆったりとお寛ぎいただけます。,35.696722,139.773935,00081724,https://travel.yahoo.co.jp/00081724/
ホテルグランバッハ東京銀座,銀座の静謐な環境、J.S.バッハの音楽とウェルネスキュイジーヌで心身を癒す,東京銀座に位置する本ホテルは、都会の喧騒から離れた静寂な空間を提供します。エグゼクティブフロアでは、ウェルカムサービスとして飲み物やスイーツを提供。144室全てが木の温もりで落ち着いた雰囲気を醸し出し、さらにSertaブランドのベッドやサウンドバースピーカーを備えた快適な空間を作り上げています。そして、ナチュラルフレンチレストランでは旬の素材にこだわった料理と共に、心地よい音楽を楽しむことができます。,35.668616,139.766436,00002902,https://travel.yahoo.co.jp/00002902/
MIMARU東京 銀座EAST,銀座の中心、家具家電付きで最大6名まで宿泊可能,2019年開業のMIMARU東京銀座EASTは、銀座の中心部や築地市場、日本橋エリア、歌舞伎座、皇居といった観光スポットが徒歩圏内にあり、東京ディズニーリゾートへも電車で30分以内でアクセス可能です。利便性抜群の立地に加え、全客室にキッチンやバス・トイレ別、ダイニングスペースを完備し、最大6名様まで宿泊可能。また、プレミアム貸出備品やアートルーム、ポケモンルームなど、ご家族やお友達と楽しめる空間を提供。心ゆくまで寛ぎながら、素晴らしい滞在がお楽しみいただけます。,35.672977,139.77279,00051242,https://travel.yahoo.co.jp/00051242/
レム秋葉原,「よい眠り」へ導く、心地よいレインシャワーと癒しのマッサージチェア,レム秋葉原は、アクセスしやすい立地にあるビジネスホテルで、「良い眠り」をテーマに様々なサービスが提供されています。全身の疲れを癒すマッサージチェアや、1800個の高密度ポケットコイルで包み込むオリジナルベッド「シルキーレム」といった客室の快適性が魅力です。さらに、寝室とシャワールームがガラスパーティションで広がりを感じるデザインとなっています。レインシャワーを2種類のタイプでお楽しみいただけます。ホテル内のカフェダイニング“Portal Cafe”では、5種類の選べるモーニングメニューとバラエティ豊かなサラダビュッフェが提供され、リラックスした空間で食事を楽しめます。喧騒から解放される寛ぎの時間をお約束いたします。,35.697758,139.773689,00080063,https://travel.yahoo.co.jp/00080063/
アパホテル〈築地駅南〉,都心へのアクセス抜群、観光やビジネスに最適,東京メトロ日比谷線「築地駅」から徒歩5分、有楽町線「新富町駅」から徒歩7分、都営浅草線「東銀座駅」から徒歩15分と、3駅3路線からアクセス可能な宿です。築地市場や銀座も徒歩圏内で、ビジネスや観光に最適です。1秒チェックイン機を利用すれば、スムーズにチェックインが可能。また、エクスプレスチェックアウトポストを利用すれば、簡単にチェックアウトができます。客室は広さ18平米で、ベッドサイズは120cm×200cmの2台を設置。朝食はハワイアンなプレートを選べるレストラン「ISLAND PLATE LUNCH」で提供されます。,35.666007,139.775092,00080715,https://travel.yahoo.co.jp/00080715/
アパホテル〈東日本橋駅前〉,東京駅から4分、3路線利用可能、快眠追求の大型ベッド完備,東京駅から2駅4分の距離に位置し、新宿・品川・新橋・浅草・押上・羽田・成田への直通アクセスが可能な宿。都営浅草線「東日本橋駅」、都営新宿線「馬喰横山駅」、JR総武快速線「馬喰町駅」の3駅3路線が利用可能で、ビジネスやレジャーに最適です。客室には40型以上の大型液晶テレビ、140cm幅の大型ベッド、加湿機能付き空気清浄機を完備し、アパオリジナルベッド【クラウドフィット】で究極の快眠を追求。事前にアプリでチェックイン手続きが可能で、1秒チェックイン機で楽々チェックイン。また、チェックアウトも簡単で、カードキーを投函するだけで自動で処理されます。,35.692622,139.784698,00080975,https://travel.yahoo.co.jp/00080975/
JR西日本グループ ヴィアイン新宿,新宿三丁目駅3分、都会の喧騒から一歩離れて,新宿三丁目駅から徒歩3分のヴィアイン新宿は、都会の喧騒から離れた静かな空間を提供します。客室にはフランスベッドブランドのマットレスとヴィアインオリジナル枕を用意し、お客様の快適な睡眠をサポートします。また、広々としたデスクには卓上コンセントやWi-Fi環境を完備し、ビジネスでのご利用にも最適です。さらに、加湿空気清浄機や消臭スプレー、使い捨てスリッパなどの便利な設備も全室に標準装備。朝食は五ツ星お米マイスターがブレンドした各地の銘柄米や焼き立てパンを楽しむことができます。ビジネスにも観光にも最適なヴィアイン新宿で、快適な滞在をお楽しみください。,35.693401,139.707392,00082001,https://travel.yahoo.co.jp/00082001/
ホテルリソルステイ秋葉原,秋葉原駅3分、ビジネスも観光も快適な新ステイ,JR秋葉原駅から徒歩3分の好立地に位置する新しいホテルステイを提案するリソル。ビジネス利用や観光拠点、中長期滞在などに最適です。リソルスタイルのくつろぎの客室と多様な機能を持つリビングロビーで、さまざまな用途やシーンに応じた快適で心地よいホテルステイをお楽しみいただけます。,35.696438,139.773262,00082324,https://travel.yahoo.co.jp/00082324/
MONday Apart  日本橋水天宮前（旧：GATE STAY 日本橋水天宮前）,駅近で暮らすように滞在、全室キッチン・洗濯機付,最寄駅からわずか2分の距離にある宿では、全室にキッチンと洗濯機が備えられています。自宅のような快適さを提供し、滞在するだけでなく、まるで「暮らす」ような体験を提供します。アパルトホテルの新しい形を体験してみてください。,35.68152,139.78501,00911125,https://travel.yahoo.co.jp/00911125/
京急EXイン浜松町・大門駅前,大門駅徒歩10秒、観光名所も徒歩圏内、快適なホテルステイを提供,交通至便な立地にある当ホテルは、都営浅草線大門駅から徒歩10秒、JR浜松町駅から徒歩5分と、ビジネスや観光に最適です。周辺には「芝大神宮」や「東京タワー」、「増上寺」などの観光名所も点在し、散策にも便利です。全20室のEXタイプの客室は、バス・トイレ別タイプで、女性限定のレディースフロアも完備。安心・快適な滞在をお約束します。また、朝食はバリエーション豊かな和洋ビュッフェを提供。特に、シモンズ社と共同開発したマットレスは、安定感とクッション性で体を包み込み、最上級の寝心地を体験いただけます。,35.657412,139.754144,00081674,https://travel.yahoo.co.jp/00081674/
ホテルリブマックス新宿歌舞伎町,新宿歌舞伎町で長期滞在も安心、Wi-Fiと清浄機完備の快適空間,全室にスランバーランドベッド・4Kテレビを完備したホテルです。観光やビジネスに便利な立地で、新宿駅から東京ドームや日本武道館へのアクセスが良好です。長期滞在の方にも安心の設備が整っており、Wi-Fiや空気清浄機も完備されています。最大4人まで宿泊可能な客室もあり、全室禁煙となっております。,35.697168,139.702696,00909538,https://travel.yahoo.co.jp/00909538/
西鉄イン日本橋（人形町）,人形町の便利な宿、羽田から直通で出張・観光に最適,人形町駅A5出口から徒歩3分、羽田空港から直通40分の立地にある西鉄イン日本橋は、上野・銀座・六本木へ1本のアクセス。ビッグサイト、武道館、東京ドーム等へも便利で、出張や観光に最適です。全室個別空調で快適な空間が広がり、シングルルームにはセミダブルベッド、ダブルルームにはクイーンサイズベッドが備えられています。女性優先フロアにはフットマッサージ機も完備。無料Wi-Fiやマルチタイプ充電器も全室に設置され、ビジネスにも対応します。,35.685347,139.779656,00080228,https://travel.yahoo.co.jp/00080228/
Tokyo Plaza Hotel,新大久保駅から徒歩1分の超便利なロケーション,コロナウィルス感染予防のため、現在朝食の提供はいたしません。ご予約の際、ご注意して予約お願いします。,35.701767,139.698687,00902638,https://travel.yahoo.co.jp/00902638/
アマン東京,アマン初の都市型リゾート、東京の中心に居ながら静寂に包みこまれる非日常,大手町タワーの最上層に現る、都会のサンクチュアリ。伝統的な日本の住居からインスピレーションを得てデザインされた館内は、和の素材をラグジュアリーに配した空間。背景にはダイナミックな首都の景観が立ち上がります。都内で最大規模の広さを誇る客室はスタンダードルームで71m²以上、最新鋭のテクノロジーを施した室内には粋な間合いをもつ生け花が佇みます。ダイニングではシンプルで誠実なイタリア料理やオーセンティックな江戸前鮨など世界の食をご提供。都心の隠れ家で、自然と調和するリゾートをご堪能ください。,35.685554,139.765368,00002119,https://travel.yahoo.co.jp/00002119/
京王プレッソイン新宿,新宿駅徒歩圏、便利な循環バス、ローソン隣接の快適ホテル,新宿駅から徒歩圏内に位置し、循環バスも利用可能な当ホテルはローソンが1階にあり、東京オペラシティや国立競技場へもアクセス良好です。フロントは24時間体制で、お客様に快適な滞在をサポート。床には抗菌・防カビ性能の樹脂素材を使用し、靴を脱いでリラックスできます。また、冷凍機能付き冷蔵庫が設置されており、長期滞在にも最適です。さらに、充実した無料朝食も提供し、パンや和惣菜、たまご料理などが日替わりで楽しめます。快適さと利便性を兼ね備えた当ホテルでぜひご滞在ください。,35.685777,139.692509,00080159,https://travel.yahoo.co.jp/00080159/
伝馬の湯 ドーミーインPREMIUM東京小伝馬町,和モダンな空間、東京駅へのアクセス良好、快適な滞在を約束,東京都内に位置するドーミーインは、江戸文化の「粋」を感じさせる和モダンデザインのビジネスホテルです。東京メトロ日比谷線「小伝馬町駅」から徒歩1分、東京駅へはJR総武快速線「新日本橋駅」から乗車1駅2分と、交通アクセスも抜群です。ビジネスにも観光にも適した多彩な客室タイプをご用意しております。また、ドーミーインならではの超軟水大浴場と夜鳴きそば、朝食は約50種の和洋バイキングを提供し、快適なご滞在をお約束いたします。周辺にはコンビニもあり、東京滞在の拠点として最適です。,35.690354,139.778128,00081211,https://travel.yahoo.co.jp/00081211/
MONday Apart Premium 秋葉原,秋葉原駅から徒歩4分、都心の利便性を享受,2020年11月グランドオープン！ご自宅のようにお寛ぎいただける全室キッチン・洗濯機付の新しいホテルが秋葉原にいよいよオープン！,35.697259,139.77904,00912076,https://travel.yahoo.co.jp/00912076/
フレックステイイン白金,長期滞在に最適、13平米の部屋にミニキッチン完備,1泊からロングステイまで、自在に泊まれるフレキシブルな宿。全室ミニキッチン付きで電子レンジ完備、調理器具や食器類の無料貸し出し、コインランドリーコーナーもあり、中長期滞在にも便利。北里研究所・日赤病院・広尾病院なども近く、六本木・恵比寿・麻布十番などの人気スポットへも至便。お部屋は広さ13平米で、セミダブルベッド1台を備え、無料Wi-Fi、冷蔵庫、シャワートイレ、ドライヤーに加え、ミニキッチン、電子レンジを完備し、長期滞在にも最適です。,35.644704,139.7245,00901279,https://travel.yahoo.co.jp/00901279/
相鉄フレッサイン新橋烏森口,新橋駅3分、洗練デザインと安心のセキュリティ,新橋駅烏森口から徒歩3分の好立地に位置する当宿は、ビジネスや観光の拠点に最適です。スタンダードタイプの客室には、シモンズ製ベッドとロフテー製枕を採用し、加湿機能付き空気清浄機で快適な睡眠をサポートいたします。また、非接触ICカードキーを導入した高セキュリティで、女性やファミリーのお客様も安心してご利用いただけます。高層階からの東京タワービューもおすすめです。朝食には、サンドウィッチとルノアールオリジナルのブレンドコーヒーを含む軽朝食が920円（税込）でお楽しみいただけ、観光やビジネスの合間にゆっくりとおくつろぎいただけます。,35.664815,139.756114,00080263,https://travel.yahoo.co.jp/00080263/
ホテル日本橋サイボー,便利な立地で、充実のアメニティと癒しを,交通至便な立地にある当ホテルは、人形町駅から徒歩2分、羽田空港からは乗り換えなしで最短32分で到着可能です。また、銀座、品川、上野、浅草、六本木など都内主要駅へのアクセスも容易です。客室は全館Wi-Fi利用可能で、個別Wi-Fi対応の快適な空間となっております。また、androidTVで多くの動画配信サービスを楽しむことができます。バスルームは楕円形の浴槽でゆっくりとお寛ぎいただけます。ロビーには女性用化粧品や入浴剤など約30種類の無料アメニティと6種類のシャンプーバーをご用意しております。ヘアアイロンやナノケアなどの無料レンタル品も充実しています。,35.685667,139.780363,00080879,https://travel.yahoo.co.jp/00080879/
MONday Apart 秋葉原サウスイースト,浅草橋駅から徒歩2分、蔵前駅から6分、交通至便,最寄り駅から徒歩約2分！ご自宅のようにお寛ぎいただける全室キッチン・洗濯機付！全室WI-FI無料！！,35.698614,139.780504,00912318,https://travel.yahoo.co.jp/00912318/
JR西日本グループ ヴィアインプライム日本橋人形町,歴史と近代が交錯する街で、地下鉄駅から徒歩4分の利便性,ヴィアイン日本橋人形町は、地下鉄人形町駅から徒歩4分、日本橋駅も徒歩圏内で、羽田空港からも乗り換えなしでアクセス可能です。全米ホテルシェアNo.1のSertaブランドマットレスや、ヴィアインオリジナル枕を用意し、お客様の快適な睡眠をサポートします。また、ゆとりのあるデスクに卓上コンセントやWi-Fi環境を完備し、ビジネスでのご利用にも最適です。朝食は和食か洋食を選べ、サラダやごはんのお供はバイキング形式。五ツ星お米マイスターがブレンドした各地の銘柄米や、焼き立てパンも楽しめます。14平米のお部屋にはダブルサイズのベッドと40型液晶テレビを設置し、ビジネスユースに最適です。,35.685146,139.780097,00081813,https://travel.yahoo.co.jp/00081813/
ホテル八重の翠東京,東京の中心で和の空間、全室禁煙、最上階からの絶景,東京駅八重洲通りより徒歩12分、八丁堀駅徒歩3分、宝町駅徒歩8分の好アクセス。全室禁煙でバス・トイレ・洗面台3点独立型、和風の上質な空間が魅力。最上階のフロントと日本酒Barからは東京の高層ビル街を眺められ、屋上庭園で都会の癒しの時間を過ごせます。1Fの日本料理「楓川」では旬の素材を使った美食をお楽しみいただけます。,35.677181,139.776215,00081898,https://travel.yahoo.co.jp/00081898/
MONday Apart  Premium 日本橋（旧：GATE STAY Premium 日本橋）,新日本橋駅から2分、全館停電に備えた安全対策,住むための設備が整ったアパートメントホテルで、普段の日常と変わらない暮らしを日本で。 日本での暮らし方をご紹介いたします。,35.689296,139.773854,00911137,https://travel.yahoo.co.jp/00911137/
相鉄フレッサイン銀座七丁目,銀座駅から5分、新旧文化が融合する街、ビジネスとレジャーに便利,東京の中心地、銀座に位置する当宿は、東京メトロ銀座線や都営浅草線、ゆりかもめ新橋駅からも徒歩圏内で、ビジネスエリアやお台場、歌舞伎座へのアクセスも抜群です。デザイナー監修のシンプルでスタイリッシュな客室は、シモンズ社製ベッドとロフテー製枕を全室に導入し、最上の眠りをお約束します。朝食には新鮮な野菜と定番メニューからシェフのこだわりメニューまで、バリエーション豊かな料理をご用意。ビジネスにも観光にも最適な当宿で、心地よい滞在をお楽しみください。,35.668182,139.763257,00081164,https://travel.yahoo.co.jp/00081164/
スマイルホテル東京阿佐ヶ谷,便利と快適が手の届く距離、全館禁煙で清潔感満点,JR阿佐ヶ谷駅から徒歩1分の宿。新宿駅までJRで9分、東京駅まで22分とアクセス抜群。全室で無線LAN接続(Wi-Fi)がご利用可能で、全室にバストイレ・シャワー・冷暖房・テレビ・衛星放送・冷蔵庫を完備。館内には、自動販売機・コインランドリー・電子レンジがあり、貸出品にはズボンプレッサーやアイロンなどもご用意しております。,35.704635,139.634868,00901211,https://travel.yahoo.co.jp/00901211/
ホテルウィングインターナショナル新橋御成門,レトロとモダン融合、羽田空港へのアクセス抜群,都会的な雰囲気とレトロなデザインが融合したホテルで、羽田空港や品川駅からのアクセスが良好な立地に位置しています。全室にウィングオリジナルベッドを採用し、ビジネスユースからファミリーまで多彩なルームタイプをご用意。24時間対応のフロントと豊富な貸し出し品があり、お客様のニーズに合わせた快適な滞在をサポートします。全室にインターネット接続とナノイー空気清浄機を完備。また、1階のカフェスペースでは無料の朝食を提供しており、クロワッサンやカスタードパイなどのパンとドリンクバーをお楽しみいただけます。,35.660818,139.754319,00081810,https://travel.yahoo.co.jp/00081810/
